SWITCH_CL,NAME,CLAVRX_NAME,DIM,DATA_DEPTH,SCALED,ACT_RANGE1,ACT_RANGE2,STANDARD_NAME,UNITS,LONG_NAME,FLAG_VALUES
1,"ndvi_sfc_white_sky_nwp","Ndvi_Sfc_White_Sky",2,1,1,-0.500000,1.00000,"normalized_difference_vegetation_index_at_surface_from_white_sky_reflectance","none","normalized difference vegetation index, atmospherically corrected, modis white sky","none"
1,"surface_temperature_retrieved","Tsfc_Retrieved",2,1,1,220.000,340.000,"surface_brightness_temperature","K","surface temperature retrieved using atmospherically corrected 11 micron radiance","none"
1,"atmos_rad_11_0um_nom_nwp","ch(31)%Rad_Atm",2,1,1,0.00000,100.000,"atmospheric_radiance_11_0um_nom_nwp","mW/m^2/cm^-1","atmospheric emission 11 micron radiance at toa from nwp","none"
1,"atmos_trans_11_0um_nom_nwp","ch(31)%Trans_Atm",2,1,1,0.00000,1.00000,"atmospheric_transmission_11_0um_nom_nwp","none","atmospheric tranmission 11 micron radiance at toa from nwp","none"
1,"sfc_emiss_3_75um_nom_nwp","ch(20)%Sfc_Emiss",2,1,1,0.750000,1.00000,"surface_emissivity_3_75um_nom_nwp","none","surface emissivity at 3.75 micron from ancillary data","none"
1,"sfc_emiss_11_0um_nom_nwp","ch(31)%Sfc_Emiss",2,1,1,0.750000,1.00000,"surface_emissivity_11_0um_nom_nwp","none","surface emissivity at 11 micron from ancillary data","none"
1,"surface_air_temperature_nwp","Tair_Nwp_Pix",2,1,1,220.000,340.000,"surface_air_temperature_nwp","K","surface air temperature from NWP ancillary data","none"
1,"surface_temperature_background","Tsfc_Nwp_Pix",2,2,1,220.000,340.000,"surface_temperature","K","surface temperature assumed using ancillary data sources","none"
1,"sst_background_uni_3x3","Sst_Anal_Uni",2,2,1,0.00000,20.0000,"sea_surface_skin_temperature_background_uni_3x3","none","standard deviation of background sea surface skin temperature 3x3surface temperature assumed using ancillary data sources","none"
1,"surface_relative_humidity_nwp","Rh_Nwp_Pix",2,1,1,0.00000,110.000,"surface_relative_humidity","%","near-surface relative humidity from NWP ancillary data","none"
1,"surface_pressure_background","Psfc_Nwp_Pix",2,1,1,700.000,1100.00,"surface_pressure_background","hPa","surface pressure assumed using ancillary data sources","none"
1,"mean_sealevel_pressure_background","Pmsl_Nwp_Pix",2,1,1,850.000,1100.00,"mean_sealevel_pressure_background","hPa","mean sealevel pressure assumed using ancillary data sources","none"
1,"k_index_nwp","K_Index_Nwp_Pix",2,1,1,-40.0000,80.0000,"k_index","K","k index computed from NWP ancillary data sources","none"
1,"cloud_water_path_nwp","Cwp_Nwp_Pix",2,2,1,0.00000,1200.00,"cloud_water_path","g m-2","cloud water path computed from NWP ancillary data sources","none"
1,"cloud_fraction_nwp","Cfrac_Nwp_Pix",2,1,1,0.00000,1.00000,"cloud_fraction","none","cloud fraction computed from NWP ancillary data sources","none"
1,"cld_press_nwp","Pc_Nwp_Pix",2,1,1,0.00000,1100.00,"cld_press","none","cloud-top pressure computed from NWP ancillary data sources","none"
1,"number_cloud_layers_nwp","Ncld_Layers_Nwp_Pix",2,1,0,0.00000,0.00000,"number_cloud_layers","none","number cloud layers in column from NWP ancillary data sources","none"
1,"cloud_type_nwp","Cld_Type_Nwp_Pix",2,1,0,0.00000,0.00000,"cloud_type","none","cloud type from NWP ancillary data sources, see PATMOS-x documentation for key","none"
1,"tropopause_temperature_nwp","Ttropo_Nwp_Pix",2,1,1,160.000,260.000,"tropopause_temperature","K","tropopause temperature from NWP ancillary data","none"
1,"lcl_nwp","LCL_Height_Nwp_Pix",2,1,1,0.00000,20000.0,"lifting_condensation_level_nwp","m","lifting condensation level from NWP ancillary data","none"
1,"ccl_nwp","CCL_Height_Nwp_Pix",2,1,1,0.00000,20000.0,"convective_condensation_level_nwp","m","convective condensation level from NWP ancillary data","none"
1,"refl_0_65um_nom_counts","Ch1_Counts",2,2,0,0.00000,0.00000,"not specified","none","instrument counts for the nominal 0.65 micron channel","none"
1,"refl_0_86um_nom_counts","Ch2_Counts",2,2,0,0.00000,0.00000,"not specified","none","instrument counts for the nominal 0.86 micron channel","none"
1,"refl_1_60um_nom_counts","Ch6_Counts",2,2,0,0.00000,0.00000,"not specified","none","instrument counts for the nominal 1.6 micron channel","none"
1,"total_precipitable_water_nwp","Tpw_Nwp_Pix",2,1,1,0.00000,10.0000,"atmosphere_mass_content_of_water_vapor","cm","total precipitable water from NWP ancillary data","none"
1,"total_column_ozone_nwp","ozone_nwp_pix",2,1,1,100.000,550.000,"total_column_ozone_nwp","DU","total ozone amount integrated over column from nwp ancillary data","none"
1,"refl_3_75um_nom_atmos_corr","ch(20)%Ref_Sfc",2,2,1,-20.0000,80.0000,"toa_bidirectional_pseudo_reflectance_3_75_micron_atmos_corr","%","observed pseudo-reflectance at the nominal wavelength of 3.75 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration","none"
1,"refl_0_65um_nom_atmos_corr","ch(1)%Ref_Sfc",2,2,1,-2.00000,120.000,"toa_bidirectional_pseudo_reflectance_0_65_micron_atmos_corr","%","observed pseudo-reflectance at the nominal wavelength of 0.65 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration","none"
1,"refl_0_86um_nom_atmos_corr","ch(2)%Ref_Sfc",2,1,1,-2.00000,120.000,"toa_bidirectional_pseudo_reflectance_0_85_micron_atmos_corr","%","observed pseudo-reflectance at the nominal wavelength of 0.85 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration","none"
1,"refl_1_60um_nom_atmos_corr","ch(6)%Ref_Sfc",2,1,1,-2.00000,120.000,"toa_bidirectional_pseudo_reflectance_1_60_micron_atmos_corr","%","observed pseudo-reflectance at the nominal wavelength of 1.60 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration","none"
1,"refl_2_1um_nom_atmos_corr","ch(7)%Ref_Sfc",2,1,1,-2.00000,120.000,"toa_bidirectional_pseudo_reflectance_1_60_micron_atmos_corr","%","observed pseudo-reflectance at the nominal wavelength of 1.60 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration","none"
1,"refl_0_65um_nom_clear_sky","ch(1)%Ref_Toa_Clear",2,2,1,-2.00000,120.000,"toa_bidirectional_reflectance_assuming_clear_sky_0_65_micron_nominal","%","top of atmosphere bidirectional reflectance modeled assuming clear skies at the nominal wavelength of 0.65 microns","none"
1,"temp_3_75um_nom_clear_sky","ch(20)%Bt_Toa_Clear",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_3_75_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 11.0 microns","none"
1,"temp_8_5um_nom_clear_sky","ch(27)%Bt_Toa_Clear",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_8_5_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 8.5 microns","none"
1,"temp_11_0um_nom_clear_sky","ch(31)%Bt_Toa_Clear",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 11.0 microns","none"
1,"temp_12_0um_nom_clear_sky","ch(32)%Bt_Toa_Clear",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_12_0_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 12.0 microns","none"
1,"refl_0_65um_nom_mean_3x3","Ref_Ch1_Mean_3x3",2,2,1,-2.00000,120.000,"not specified","%","mean of the 0.65 micron nominal reflectance computed over a 3x3 pixel array","none"
1,"pixel_sst_unmasked","Sst_Unmasked",2,2,1,265.000,315.000,"sea_surface_skin_temperature_unmasked","K","sea surface skin temperature at the pixel with land mask applied and cloud mask not applied","none"
1,"wind_speed_10m_nwp","Wnd_Spd_10m_Nwp_Pix",2,1,1,0.00000,50.0000,"wind_speed_10m_above_ground","m/s","wind speed from the NWP ancillary data at 10m above ground level","none"
1,"wind_direction_10m_nwp","Wnd_Dir_10m_Nwp_Pix",2,1,1,0.00000,360.000,"wind_direction_10m_above_ground","degrees","wind direction from the NWP ancillary data at 10m above ground level","none"
1,"refl_0_65um_nom_dark","Ref_Ch1_Dark_Composite",2,2,1,-2.00000,120.000,"toa_bidirectional_reflectance_0_65_micron_nominal_dark_sky_composite","%","top of atmosphere reflectance at the nominal wavelength of 0.65 microns generated from a dark-sky compositing method","none"
1,"cloud_water_path","Cwp_Dcomp",2,1,1,0.00000,1200.00,"not specified","g m-2","integrated total cloud water over whole column","none"
1,"rain_rate","Rain_Rate_Dcomp",2,1,1,0.00000,32.0000,"rain_rate","mm h-1","derived rain rate","none"
1,"wind_speed_cloud_top_nwp","Wnd_Spd_Cld_Top_Nwp_Pix",2,1,1,0.00000,50.0000,"wind_speed_cloud_top","m/s","wind speed from the NWP ancillary data at cloud-top level","none"
1,"wind_direction_cloud_top_nwp","Wnd_Dir_Cld_Top_Nwp_Pix",2,1,1,0.00000,360.000,"wind_direction_cloud_top","degrees","wind direction from the NWP ancillary data at cloud-top level","none"
1,"cld_opd_dcomp_1","tau_dcomp_1",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud","none","cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP - NOAA CDR","none"
1,"cld_opd_dcomp_2","tau_dcomp_2",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud","none","cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP - NOAA CDR","none"
1,"cld_opd_dcomp_3","tau_dcomp_3",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud","none","cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP - NOAA CDR","none"
1,"cld_reff_dcomp_1","reff_dcomp_1",2,2,1,0.00000,160.000,"effective_radius_of_cloud_condensed_water_particles_at_cloud_top","micron","effective radius of cloud particles determined from DCOMP; see attributes for channels used - NOAA CDR","none"
1,"cld_reff_dcomp_2","reff_dcomp_2",2,2,1,0.00000,160.000,"effective_radius_of_cloud_condensed_water_particles_at_cloud_top","micron","effective radius of cloud particles determined from DCOMP; see attributes for channels used - NOAA CDR","none"
1,"cld_reff_dcomp_3","reff_dcomp_3",2,2,1,0.00000,160.000,"effective_radius_of_cloud_condensed_water_particles_at_cloud_top","micron","effective radius of cloud particles determined from DCOMP; see attributes for channels used - NOAA CDR","none"
1,"albedo_sfc_white_sky_0_65um","ch(1)%sfc_ref_white_sky",2,2,1,0.00000,120.000,"alb_sfc","%","Surface albedo from MODIS 16 days climatology","none"
1,"albedo_sfc_white_sky_1_60um","ch(6)%sfc_ref_white_sky",2,2,1,0.00000,120.000,"alb_sfc","%","Surface albedo from MODIS 16 days climatology","none"
1,"albedo_sfc_white_sky_2_20um","ch(7)%sfc_ref_white_sky",2,2,1,0.00000,120.000,"alb_sfc","%","Surface albedo from MODIS 16 days climatology","none"
1,"refl_0_95um_nom","ch(17)%Ref_Toa",2,2,1,-2.00000,120.000,"toa_bidirectional_reflectance_0_95_micron_nominal","%","top of atmosphere reflectance at the nominal wavelength of 0.95 microns","none"
1,"refl_0_93um_nom","ch(18)%Ref_Toa",2,2,1,-2.00000,120.000,"toa_bidirectional_reflectance_0_93_micron_nominal","%","top of atmosphere reflectance at the nominal wavelength of 0.93 microns","none"
1,"refl_0_94um_nom","ch(19)%Ref_Toa",2,2,1,-2.00000,120.000,"toa_bidirectional_reflectance_0_94_micron_nominal","%","top of atmosphere reflectance at the nominal wavelength of 0.94 microns","none"
1,"temp_6_7um_nom","ch(27)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_6_7_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 6.7 microns","none"
1,"temp_7_3um_nom","ch(28)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_7_3_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 7.3 microns","none"
1,"temp_9_7um_nom","ch(30)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_9_7_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 9.7 microns","none"
1,"temp_13_3um_nom","ch(33)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_13_3_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 13.3 microns","none"
1,"temp_13_6um_nom","ch(34)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_13_6_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 13.6 microns","none"
1,"temp_13_9um_nom","ch(35)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_13_9_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 13.9 microns","none"
1,"temp_14_2um_nom","ch(36)%Bt_Toa",2,2,1,180.000,340.000,"toa_brightness_temperature_14_2_micron_nominal","K","top of atmosphere brightness temperature at the nominal wavelength of 14.2 microns","none"
1,"csbt_mask_6_7um_nom","ch(27)%CSBT_Mask",2,1,0,0.00000,0.00000,"csbt_mask_6_7um_nom","none","csbt 6_7um_nom cloud mask (0=clear,1=probclear,2=invisible cloudy,3=cloudy)","none"
1,"csbt_mask_7_3um_nom","ch(28)%CSBT_Mask",2,1,0,0.00000,0.00000,"csbt_mask_7_3um_nom","none","csbt 7_3um_nom cloud mask (0=clear,1=probclear,2=invisible cloudy,3=cloudy)","none"
1,"csbt_mask_13_3um_nom","ch(33)%CSBT_Mask",2,1,0,0.00000,0.00000,"csbt_mask_13_3um_nom","none","csbt 13_3um_nom cloud mask (0=clear,1=probclear,2=invisible cloudy,3=cloudy)","none"
1,"temp_11um_vs_67um_covar_5x5","Covar_Ch27_Ch31_5x5",2,1,1,-10.0000,10.0000,"brightness_temperature_11_vs_67_micron_5x5_covariance","none","5x5 pixel covariance of brightness temperatures at 11 microns vs 67 microns (nominal wavelengths)","none"
1,"beta_11um_67um_tropopause","NOT_SET_YET",2,1,1,0.00000,2.00000,"beta_11um_67um_tropopause","none","cloud 11/6.7 micron beta value assuming cloud resides at tropopause","none"
1,"beta_11um_133um_tropopause","NOT_SET_YET",2,1,1,0.00000,2.00000,"beta_11um_133um_tropopause","none","cloud 11/13.3 micron beta value assuming cloud resides at tropopause","none"
1,"temp_6_7um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_6_7_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 6.7 microns","none"
1,"temp_7_3um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_7_3_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 7.3 microns","none"
1,"temp_9_7um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_9_7_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 9.7 microns","none"
1,"temp_13_3um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_13_3_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 13.3 microns","none"
1,"temp_13_6um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_13_6_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 13.6 microns","none"
1,"temp_13_9um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_13_9_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 13.9 microns","none"
1,"temp_14_2um_nom_clear_sky","NOT_SET_YET",2,2,1,180.000,340.000,"toa_brightness_temperature_assuming_clear_sky_14_2_micron_nominal","K","top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 14.2 microns","none"
1,"refl_0_65um_nom_iband_max","Ref_Max_ChI1",2,1,1,-2.00000,120.000,"refl_0_65um_nom_iband_max","%","refl_0_65um_nom_iband_max","none"
1,"refl_0_65um_nom_iband_min","Ref_Min_ChI1",2,1,1,-2.00000,120.000,"refl_0_65um_nom_iband_min","%","refl_0_65um_nom_iband_min","none"
1,"refl_0_65um_nom_iband_mean","Ref_Mean_ChI1",2,1,1,-2.00000,120.000,"refl_0_65um_nom_iband_mean","%","refl_0_65um_nom_iband_mean","none"
1,"refl_0_65um_nom_iband_uni","Ref_Uni_ChI1",2,1,1,0.00000,10.0000,"refl_0_65um_nom_iband_uni","none","refl_0_65um_nom_iband_uni","none"
1,"refl_0_86um_nom_iband_max","Ref_Max_ChI2",2,1,1,-2.00000,120.000,"refl_0_86um_nom_iband_max","%","refl_0_86um_nom_iband_max","none"
1,"refl_0_86um_nom_iband_min","Ref_Min_ChI2",2,1,1,-2.00000,120.000,"refl_0_86um_nom_iband_min","%","refl_0_86um_nom_iband_min","none"
1,"refl_0_86um_nom_iband_mean","Ref_Mean_ChI2",2,1,1,-2.00000,120.000,"refl_0_86um_nom_iband_mean","%","refl_0_86um_nom_iband_mean","none"
1,"refl_0_86um_nom_iband_uni","Ref_Uni_ChI2",2,1,1,0.00000,10.0000,"refl_0_86um_nom_iband_uni","none","refl_0_86um_nom_iband_uni","none"
1,"refl_1_61um_nom_iband_max","Ref_Max_ChI3",2,1,1,-2.00000,120.000,"refl_1_61um_nom_iband_max","%","refl_1_61um_nom_iband_max","none"
1,"refl_1_61um_nom_iband_min","Ref_Min_ChI3",2,1,1,-2.00000,120.000,"refl_1_61um_nom_iband_min","%","refl_1_61um_nom_iband_min","none"
1,"refl_1_61um_nom_iband_mean","Ref_Mean_ChI3",2,1,1,-2.00000,120.000,"refl_1_61um_nom_iband_mean","%","refl_1_61um_nom_iband_mean","none"
1,"refl_1_61um_nom_iband_uni","Ref_Uni_ChI3",2,1,1,0.00000,10.0000,"refl_1_61um_nom_iband_uni","none","refl_1_61um_nom_iband_uni","none"
1,"temp_3_74um_nom_iband_max","Ref_Max_ChI4",2,1,1,180.000,340.000,"temp_3_74um_nom_iband_max","K","temp_3_74um_nom_iband_max","none"
1,"temp_3_74um_nom_iband_min","Ref_Min_ChI4",2,1,1,180.000,340.000,"temp_3_74um_nom_iband_min","K","temp_3_74um_nom_iband_min","none"
1,"temp_3_74um_nom_iband_mean","Ref_Mean_ChI4",2,1,1,180.000,340.000,"temp_3_74um_nom_iband_mean","K","temp_3_74um_nom_iband_mean","none"
1,"temp_3_74um_nom_iband_uni","Ref_Uni_ChI4",2,1,1,0.00000,10.0000,"temp_3_74um_nom_iband_uni","none","temp_3_74um_nom_iband_uni","none"
1,"temp_11_0um_nom_iband_max","Ref_Max_ChI5",2,1,1,180.000,340.000,"temp_11_0um_nom_iband_max","K","temp_11_0um_nom_iband_max","none"
1,"temp_11_0um_nom_iband_min","Ref_Min_ChI5",2,1,1,180.000,340.000,"temp_11_0um_nom_iband_min","K","temp_11_0um_nom_iband_min","none"
1,"temp_11_0um_nom_iband_mean","Ref_Mean_ChI5",2,1,1,180.000,340.000,"temp_11_0um_nom_iband_mean","K","temp_11_0um_nom_iband_mean","none"
1,"temp_11_0um_nom_iband_uni","Ref_Uni_ChI5",2,1,1,0.00000,10.0000,"temp_11_0um_nom_iband_uni","none","temp_11_0um_nom_iband_uni","none"
1,"radiance_11_0um_nom","ch(31)%Rad_Toa",2,2,1,0.00000,150.000,"toa_radiance","mW/m^2/cm^-1","top of atmosphere radiance at the nominal wavelength of 11.0 microns - NOAA CDR","none"
1,"cloud_type_ir","Cld_Type_Ir",2,1,0,0.00000,0.00000,"not specified","none","ir integer classification of the cloud type including clear and aerosol type,0=clear,1=probably clear,2=fog,3=water,4=supercooled water,5=mixed,6=opaque_ice,7=cirrus,8=overlapping,9=overshooting,10=unknown,11=dust,12=smoke","none"
1,"cloud_phase_ir","Cld_Phase_Ir",2,1,0,0.00000,0.00000,"cloud_phase_ir","none","ir integer classification of the cloud phase including clear and aerosol type,0=clear,1=water,2=supercooled water,3=mixed,4=ice,5=unknown","none"
1,"cld_height_sounder","Zc_Co2",2,2,1,0.00000,20000.0,"height_at_cloud_top_sounder","m","cloud height from the sounder data source","none"
1,"cld_temp_lower_acha","ACHA%Lower_Tc",2,2,1,160.000,320.000,"temp_of_lower_cloud","K","estimate of actual cloud temperature of lower cloud computed using the AWG cloud height algorithm","none"
1,"cld_base_hgt_qf","ACHA%base_Quality_Flag",2,1,0,0.00000,0.00000,"not specified","none","quality flag for cloud-base height valid=0, invalid input=1, lower than terrain=2, out of range=3, invalid higher than cth=4","none"
1,"total_precipitable_water_nwp_above_cloud","Tpw_Above_Cloud_Nwp_Pix",2,1,1,0.00000,10.0000,"atmosphere_mass_content_of_water_vapor_above_cloud","cm","total precipitable water above cloud from NWP ancillary data","none"
1,"inversion_strength_nwp","Inversion_Strength_Nwp_Pix",2,1,1,0.00000,20.0000,"inversion_strength_nwp","K","strength of atmospheric inversion (if present) in K from NWP","none"
1,"inversion_base_height_nwp","Inversion_Base_Nwp_Pix",2,1,1,0.00000,5000.00,"inversion_base_height_nwp","meters","height of base of atmospheric inversion (if present) in meters from NWP","none"
1,"inversion_top_height_nwp","Inversion_Top_Nwp_Pix",2,1,1,0.00000,5000.00,"inversion_top_height_nwp","meters","height of top of atmospheric inversion (if present) in meters from NWP","none"
